Time,Filtered_EMG_Bicep,Filtered_EMG_Tricep
6604.758334962033,0.0026028588939962572,0.002179265979116269
6604.759334733956,0.002630610178596088,0.0022690496253657717
6604.760334505879,0.002660329571101167,0.002356546113764689
6604.761334277801,0.002691964704468335,0.0024410127045320367
6604.762334049724,0.002725443005761482,0.0025217410250770534
6604.763333821647,0.0027606706471081563,0.0025980701887821796
6604.76433359357,0.002797531487511088,0.0026693991299982112
6604.765333365493,0.0028358860999148834,0.002735197734332837
6604.766333137415,0.0028755710036556907,0.002795016373432714
6604.767332909338,0.002916398185527294,0.00284849352058196
6604.76833268126,0.0029581549219212084,0.0028953612244850555
6604.769332453183,0.003000603858698284,0.0029354483493913928
6604.770332225106,0.0030434832964826228,0.002968681628113705
6604.771331997029,0.003086507669915098,0.002995084673451842
6604.772331768952,0.003129368276357055,0.0030147751176614413
6604.773331540874,0.00317173436640294,0.003027960011202847
6604.774331312797,0.0032132547344848397,0.0030349295570252038
6604.77533108472,0.00325355994926696,0.0030360492343685457
6604.776330856643,0.003292265352743677,0.003031750412064254
6604.777330628565,0.0033289749342441375,0.0030225196640770815
6604.778330400488,0.003363286148154388,0.0030088871310778535
6604.7793301724105,0.0033947956923567942,0.002991414361643985
6604.780329944334,0.003423106192833973,0.00297068208917841
6604.781329716257,0.0034478336404954865,0.0029472783663741396
6604.782329488179,0.0034686153057784217,0.0029217874089294874
6604.783329260102,0.003485117743677948,0.0028947794121887247
6604.784329032024,0.0034970444319269846,0.0028668015196778294
6604.785328803948,0.0035041425783022143,0.002838370060132109
6604.78632857587,0.003506208690283682,0.0028099641271849434
6604.787328347793,0.00350309261317658,0.0027820205336345303
6604.788328119716,0.0034946998967023647,0.0027549301219529356
6604.789327891638,0.003480992517783914,0.0027290353672547044
6604.790327663561,0.0034619881335148594,0.0027046291782586
6604.791327435484,0.003437758140454523,0.0026819547778854564
6604.792327207407,0.0034084248750883934,0.0026612065191938205
6604.793326979329,0.003374158313741021,0.002642531469545682
6604.794326751252,0.003335172617204359,0.002626031583199374
6604.795326523175,0.003291722809804782,0.002611766278451273
6604.796326295098,0.003244101786478275,0.002599755243758774
6604.797326067021,0.0031926377182272623,0.002589981334273893
6604.798325838943,0.0031376917983163477,0.0025823934931589426
6604.799325610866,0.0030796561674130835,0.0025769097191069876
6604.800325382788,0.003018951804992655,0.0025734201618855574
6604.801325154711,0.0029560261897887746,0.002571790432280996
6604.802324926634,0.0028913505956143257,0.002571865169017398
6604.803324698557,0.0028254169615426136,0.00257347185167645
6604.80432447048,0.002758734327899531,0.002576424819546092
6604.805324242402,0.002691824857977877,0.0025805294532325112
6604.806324014325,0.0026252194790956918,0.0025855864732961236
6604.807323786248,0.002559453181138575,0.0025913962842478667
6604.808323558171,0.0024950600112727405,0.002597763248925905
6604.809323330093,0.002432567812597234,0.002604499753865555
6604.810323102016,0.0023724927775188812,0.0026114299492255894
6604.8113228739385,0.0023153339078982164,0.0026183931021404607
6604.812322645862,0.002261567474651615,0.00262524654658455
