Time,Amplitude_Envelope_P1,Amplitude_Envelope_P2,Filtered_ECG_P1,Filtered_ECG_P2,Filtered_Respiration_P1,Filtered_Respiration_P2,Filtered_EMG_Bicep_P1,Filtered_EMG_Tricep_P1,Filtered_EMG_Bicep_P2,Filtered_EMG_Tricep_P2,ConditionVision,ConditionMovement,Trial
0.0,0.0087906507347925,0.0492692649419582,64.87070907288947,64.29145459416019,0.4125628346559724,20.270691351804317,0.0030200271487967,0.0030971434794864,0.0031159399875055,0.0023681607746556,NoVision_Movement,NoMovement,_3
0.001,0.008787898084178358,0.05109189700365803,64.87070907288947,64.29145459416019,0.41223491090833736,20.284284962475386,0.003167359446484976,0.0030525311689786317,0.0031477280749245685,0.0024375242895606315,NoVision_Movement,NoMovement,_3
0.002,0.008791392134100415,0.05295689773701209,64.87070907288947,64.29145459416019,0.4119057819973871,20.29789340673062,0.00332126894469209,0.0030062567278365854,0.0031775602656586516,0.002506900978003888,NoVision_Movement,NoMovement,_3
0.003,0.008801704622971786,0.05486064022438764,64.87070907288947,64.29145459416019,0.4115754491423251,20.311516421379995,0.003480778419538535,0.0029586234408590585,0.00320499774347485,0.002575886291692515,NoVision_Movement,NoMovement,_3
0.004,0.008819435405849,0.05679921453513056,64.87070907288947,64.29145459416019,0.41124391358830975,20.325153742129928,0.0036447895531064043,0.0029099522579124383,0.003229614512726763,0.002644086061203524,NoVision_Movement,NoMovement,_3
0.005,0.008845212039321395,0.05876900634256701,64.87070907288947,64.29145459416019,0.41091117660644766,20.338805103639068,0.003812090472523439,0.002860575226914119,0.0032510052904963426,0.002711122138291969,NoVision_Movement,NoMovement,_3
0.006,0.008879691104398537,0.0607669590636137,64.87070907288947,64.29145459416019,0.4105772394934817,20.35247023951226,0.003981365591746809,0.002810828412408719,0.003268793281413483,0.002776637505025113,NoVision_Movement,NoMovement,_3
0.007,0.008923559698845396,0.06279026270658733,64.87070907288947,64.29145459416019,0.4102421035729978,20.366148882294596,0.004151207820804416,0.0027610447060958917,0.003282637580425445,0.0028403007425869932,NoVision_Movement,NoMovement,_3
0.008,0.008977533904714714,0.06483596516265028,64.87070907288947,64.29145459416019,0.4099057701935925,20.37984076352743,0.004320133136100023,0.0027115469495190845,0.0032922399813952565,0.0029018097875244736,NoVision_Movement,NoMovement,_3
0.009000000000000001,0.009042358452227848,0.06690079211823044,64.87070907288947,64.29145459416019,0.4095682407300769,20.393545613680423,0.004486597454595877,0.0026626417399544565,0.0032973509943080193,0.002960894934700231,NoVision_Movement,NoMovement,_3
