Time,Filtered_EMG_Bicep,Filtered_EMG_Tricep
6868.734114357438,0.002015016909110354,0.002278787825896119
6868.73511412936,0.0021393594329159795,0.002312762543012183
6868.736113901283,0.002262229835532889,0.0023454644685417126
6868.737113673205,0.002382568867493664,0.0023768437726140296
6868.738113445129,0.0024993255769742324,0.0024068886451963784
6868.739113217051,0.002611473755551974,0.002435624218974737
6868.740112988974,0.0027180282941764145,0.0024631099689278206
6868.741112760897,0.002818061075914707,0.0024894357317195082
6868.742112532819,0.0029107160531124552,0.0025147165696167988
6868.743112304743,0.002995223191657676,0.002539086755670336
6868.744112076665,0.003070910989106203,0.0025626931852169433
6868.745111848588,0.0031372172837337516,0.002585688538513748
6868.74611162051,0.0031936980875136257,0.0026082245305110653
6868.747111392433,0.003240034216607912,0.0026304455649001266
6868.748111164356,0.003276035564080307,0.00265248305032647
6868.749110936279,0.0033016429504129996,0.0026744505529127773
6868.750110708202,0.0033169275739937183,0.0026964398703058635
6868.751110480124,0.003322088147440571,0.0027185180266797006
6868.752110252047,0.0033174458525188698,0.0027407251117677863
6868.753110023969,0.003303437293567111,0.002763072832140878
6868.754109795893,0.003280605671249647,0.0027855436225449224
6868.755109567815,0.0032495904107795216,0.0028080901808316752
6868.756109339738,0.003211115460859611,0.002830635329823224
6868.757109111661,0.0031659764673912234,0.0028530721628777754
6868.758108883583,0.003115027053342028,0.0028752644951469996
6868.759108655506,0.0030591645001406013,0.0028970477106230576
6868.760108427429,0.002999315193409614,0.0029182301428443513
6868.761108199352,0.0029364202291437005,0.0029385951363799134
6868.762107971274,0.0028714215534103773,0.0029579039093329887
6868.763107743197,0.0028052489349405436,0.0029758992882000356
6868.7641075151205,0.002738807978948384,0.002992310327152701
6868.765107287043,0.0026729693199597357,0.003006857759326662
6868.766107058966,0.002608559090835386,0.003019260159583574
6868.767106830888,0.0025463507308577,0.0030292406336624956
6868.768106602811,0.002487058143010853,0.003036533808266747
6868.769106374733,0.0024313301456867706,0.0030408929031208146
6868.770106146657,0.0023797461203247687,0.003042096716086999
6868.771105918579,0.0023328127579757395,0.003039956405142826
6868.772105690502,0.002290961838646026,0.0030343219612414276
6868.773105462425,0.002254548996111504,0.003025088233652341
6868.774105234347,0.0022238534035487344,0.0030122003364369946
6868.775105006271,0.0021990782751249295,0.002995658261771468
6868.776104778193,0.002180352053974659,0.0029755205435612526
6868.777104550116,0.0021677301808289023,0.0029519068292698175
6868.778104322038,0.0021611974031261493,0.0029249992224075856
6868.779104093961,0.002160670645464917,0.0028950422673562058
6868.780103865884,0.002166002478823133,0.002862341477824053
6868.781103637807,0.0021769851985019815,0.0028272603559249686
6868.78210340973,0.0021933554768575757,0.002790215893771934
6868.783103181652,0.0022147995190902733,0.002751672589615648
6868.784102953575,0.002240958623240387,0.0027121350576983752
6868.785102725497,0.0022714350286382277,0.0026721393720110114
6868.786102497421,0.002305797935413213,0.0026322433496970095
6868.787102269343,0.0023435895930838334,0.0025930160342764346
6868.788102041266,0.0023843313797373617,0.0025550266763524313
6868.789101813189,0.0024275298103012375,0.0025188335344619546
6868.790101585111,0.002472682412096506,0.002484972829462691
6868.791101357034,0.0025192833910204896,0.0024539481688736846
6868.792101128957,0.002566828999167297,0.0024262207049076676
6868.79310090088,0.002614822523672391,0.002402200214429311
6868.794100672802,0.0026627788602317003,0.0023822372201725297
6868.795100444725,0.00271022871130062,0.002366616238209384
6868.7961002166485,0.0027567225309065445,0.0023555502460534425
6868.797099988571,0.0028018343862595404,0.0023491765023473782
6868.798099760494,0.00284516590079164,0.0023475538777009116
6868.799099532416,0.002886350388757291,0.002350661845605973
6868.800099304339,0.0029250572047580677,0.002358401226265007
6868.801099076261,0.002960996236558086,0.002370596690077415
6868.802098848185,0.002993922392456786,0.002387000933268393
6868.803098620107,0.0030236398840726647,0.002407300359375378
6868.80409839203,0.0030500060689663657,0.002431122053179262
6868.805098163953,0.0030729345921110896,0.0024580418096985415
6868.806097935875,0.0030923975726213923,0.0024875929568886654
6868.807097707799,0.003108426628295785,0.002519275682687338
6868.808097479721,0.0031211125797509305,0.002552566569916822
6868.809097251644,0.0031306037017164376,0.0025869280810802402
6868.810097023566,0.003137102419833709,0.0026218178091489846
6868.811096795489,0.003140860429046899,0.0026566973767554987
6868.812096567412,0.003142172330080026,0.0026910408921766837
6868.813096339335,0.0031413680023845984,0.0027243428652718926
6868.814096111258,0.003138804023215713,0.0027561254796473066
6868.81509588318,0.003134854497007911,0.002785945124086491
6868.816095655103,0.0031299016814573598,0.0028133981018923916
6868.817095427026,0.0031243267864181283,0.0028381254479732192
